,xch4_biascorrected,xch4_uncertainty
2009-05-30 10:55:26.974,1.7851915,0.006203903
2009-05-30 10:55:31.434,1.753179,0.0061025852
2009-05-30 10:55:40.353,1.7893214,0.005919523
2009-05-30 10:55:49.271,1.7626432,0.0059262635
2009-05-30 10:56:07.110,1.8005259,0.013379051
2009-05-30 10:56:33.866,1.799392,0.011417881
2009-05-30 10:57:00.623,1.7729168,0.006818011
2009-05-30 10:57:05.082,1.7970592,0.005849216
2009-05-30 10:57:31.838,1.7828581,0.009235448
2009-05-30 10:57:40.757,1.8161833,0.0057762247
2009-05-30 10:57:45.217,1.7990505,0.00594608
2009-05-30 10:57:49.676,1.8039364,0.0065240194
2009-05-30 10:57:54.135,1.7735722,0.0068271356
2009-05-30 10:57:58.595,1.7833879,0.006121145
2009-05-30 10:58:03.054,1.7978576,0.0058735055
2009-05-30 10:58:16.433,1.7876858,0.0058144247
2009-05-30 10:58:20.892,1.7922399,0.0058395164
2009-05-30 10:58:25.351,1.7772708,0.0066223363
2009-05-30 10:58:34.270,1.7885151,0.0062897755
2009-05-30 10:58:38.730,1.8007008,0.0056883846
2009-05-30 10:58:43.189,1.8031777,0.005868709
2009-05-30 10:58:47.648,1.7907703,0.0056835557
2009-05-30 10:59:01.026,1.8040888,0.0059652715
2009-05-30 10:59:05.486,1.8066864,0.0057892646
2009-05-30 10:59:09.946,1.8095703,0.0057664006
2009-05-30 10:59:14.405,1.7542942,0.006828519
2009-05-30 10:59:18.865,1.7899313,0.0068079703
2009-05-30 10:59:23.325,1.8026347,0.005808669
2009-05-30 10:59:27.783,1.7980487,0.00567194
2009-05-30 10:59:50.081,1.795937,0.0061548674
2009-05-30 11:00:12.378,1.7972889,0.00620543
2009-05-30 12:26:16.312,1.742829,0.00765769
2009-05-31 10:04:42.261,1.74708,0.0070061316
2009-05-31 10:05:13.478,1.7592566,0.0077016945
2009-05-31 10:05:17.937,1.7608345,0.0067599094
2009-05-31 10:06:02.531,1.7671971,0.006857869
2009-05-31 10:06:47.126,1.7550122,0.006722267
2009-05-31 10:06:56.045,1.7684537,0.0069486843
2009-05-31 10:07:27.262,1.7548792,0.0066697467
2009-05-31 10:07:31.722,1.7443317,0.0062836614
2009-05-31 10:08:16.316,1.7372721,0.0070876474
2009-05-31 11:21:02.059,1.7657379,0.00933809
2009-05-31 11:21:10.978,1.7627009,0.007539857
2009-05-31 11:21:19.897,1.7670839,0.008371805
2009-05-31 11:21:24.356,1.77809,0.0081713265
2009-05-31 11:21:51.113,1.77719,0.0075071566
2009-05-31 11:21:55.573,1.7664024,0.007860873
2009-05-31 11:22:08.951,1.7608017,0.007529194
2009-05-31 11:22:13.411,1.7503197,0.0073278924
2009-05-31 11:22:31.248,1.7692391,0.007722197
2009-05-31 11:22:35.707,1.7729763,0.0070432485
2009-05-31 11:22:40.167,1.7674994,0.006566525
2009-05-31 11:22:49.085,1.7722598,0.0068354537
2009-05-31 11:23:06.924,1.7708088,0.0065210033
2009-05-31 11:23:33.680,1.7734325,0.006892072
2009-05-31 11:23:38.139,1.7742301,0.006338125
2009-05-31 11:23:42.599,1.7727877,0.0062191887
2009-05-31 11:24:00.436,1.8084673,0.0068062874
2009-05-31 11:28:14.623,1.7702059,0.005749381
2009-06-02 10:54:59.032,1.7740217,0.006415257
2009-06-02 10:55:16.870,1.7795584,0.0060340646
2009-06-02 10:55:30.249,1.7546254,0.005942944
2009-06-02 10:55:39.168,1.7798779,0.005799693
2009-06-02 10:55:43.626,1.7488722,0.0059463005
2009-06-02 10:56:32.681,1.7786119,0.011303394
2009-06-02 10:56:59.437,1.7919223,0.007046063
2009-06-02 10:57:30.653,1.7710686,0.009499675
2009-06-02 10:57:44.032,1.8098751,0.0061071045
2009-06-02 10:57:52.950,1.7630804,0.0075141885
2009-06-02 10:57:57.410,1.7798648,0.0062124887
2009-06-02 10:58:01.870,1.7934573,0.005988012
2009-06-02 10:58:15.247,1.7829744,0.005839399
2009-06-02 10:58:19.708,1.7930057,0.0064452444
2009-06-02 10:58:24.166,1.7881504,0.007512236
2009-06-02 10:58:37.545,1.8007162,0.00675555
2009-06-02 10:58:42.004,1.8011578,0.006528866
2009-06-02 10:58:46.464,1.7859273,0.0060773785
2009-06-02 10:58:59.841,1.789676,0.0066570193
2009-06-02 10:59:04.301,1.8064808,0.0069757486
2009-06-03 10:03:43.195,1.7495673,0.0062951418
2009-06-03 10:03:47.653,1.7740638,0.007069568
2009-06-03 10:03:56.572,1.7551453,0.0060732486
2009-06-03 10:04:01.032,1.769982,0.0061708493
2009-06-03 10:04:23.328,1.7607313,0.006191941
2009-06-03 10:04:27.789,1.7699836,0.0064997682
2009-06-03 10:04:32.248,1.7697177,0.0071928687
2009-06-03 10:04:41.166,1.7590625,0.007200044
2009-06-03 10:04:45.627,1.7719945,0.0066158934
2009-06-03 10:05:12.383,1.7788568,0.0077956547
2009-06-03 10:05:16.842,1.7721754,0.006815151
2009-06-03 10:05:25.761,1.765237,0.0067696953
2009-06-03 10:06:01.437,1.7791063,0.0068086768
2009-06-03 10:06:46.031,1.7540276,0.00672246
2009-06-03 10:07:26.168,1.7496241,0.006733398
2009-06-03 10:07:30.626,1.7469234,0.0062633925
2009-06-03 10:08:15.221,1.7446749,0.0072821747
2009-06-03 11:23:50.419,1.7792802,0.006373876
2009-06-04 10:34:39.956,1.7857735,0.007013021
2009-06-04 10:35:42.388,1.771588,0.0065235524
2009-06-04 10:35:46.850,1.7806696,0.0065913717
2009-06-04 10:36:04.688,1.7785536,0.006734268
2009-06-04 10:36:31.444,1.7759238,0.0063426713
2009-06-04 10:36:35.902,1.7938509,0.006628331
2009-06-04 10:36:44.821,1.7749339,0.006503421
2009-06-04 10:36:49.282,1.7764683,0.0068016415
2009-06-04 10:36:53.740,1.7845757,0.0075184805
2009-06-04 10:37:11.579,1.7862136,0.0064536277
2009-06-04 10:37:16.040,1.7693084,0.0067052776
2009-06-04 10:37:20.498,1.770658,0.0063178884
2009-06-04 10:37:29.416,1.7651577,0.0059461626
2009-06-04 10:37:33.877,1.7753389,0.006405131
2009-06-04 10:37:56.173,1.7685592,0.0066971937
2009-06-04 10:38:00.634,1.7779737,0.006352794
2009-06-04 10:38:40.768,1.7502764,0.0065295612
2009-06-04 10:38:45.229,1.7571831,0.006313673
2009-06-04 10:38:49.687,1.7607509,0.005931052
2009-06-04 10:38:58.606,1.7530066,0.006099801
2009-06-04 10:39:29.824,1.7401183,0.0069179884
2009-06-04 10:39:34.282,1.7535586,0.006281049
2009-06-04 10:39:43.201,1.744268,0.0068605253
2009-06-04 10:40:14.419,1.7430792,0.006554362
2009-06-04 10:40:18.877,1.7353921,0.0071264794
2009-06-05 10:56:31.515,1.8103533,0.0124828955
2009-06-05 10:56:58.271,1.7882649,0.0065928195
2009-06-05 10:57:02.729,1.809442,0.0058499277
2009-06-05 10:57:29.485,1.7919506,0.0099464785
2009-06-05 10:57:56.243,1.8024657,0.0062523745
2009-06-05 10:58:00.704,1.8015078,0.0064291796
2009-06-05 10:58:14.080,1.795749,0.0065503977
2009-06-05 10:58:18.541,1.7991538,0.006952611
2009-06-06 10:04:44.426,1.7707101,0.0067020776
2009-06-06 10:05:15.640,1.7611653,0.006741775
2009-06-06 10:05:24.559,1.7690276,0.006763456
2009-06-06 10:06:00.235,1.7574048,0.006635841
2009-06-06 10:06:44.829,1.7510328,0.006656342
2009-06-06 10:06:53.748,1.7522062,0.0071015917
2009-06-06 10:07:24.967,1.7525014,0.0066425023
2009-06-06 11:22:06.648,1.7578927,0.008004468
2009-06-06 11:22:28.947,1.7685504,0.008268136
2009-06-06 11:25:05.024,1.7642072,0.006319878
2009-06-06 11:25:22.862,1.8058445,0.0064272047
2009-06-06 11:28:12.320,1.7921563,0.005715722
2009-06-07 10:24:53.947,1.7796319,0.007478441
2009-06-07 10:24:58.405,1.7766852,0.0064305146
2009-06-07 10:30:41.785,1.774264,0.006726833
2009-06-07 10:32:46.649,1.7790415,0.006336288
2009-06-07 10:32:55.568,1.7894454,0.0064799893
2009-06-07 10:33:44.619,1.787384,0.011554238
2009-06-07 10:34:02.457,1.770098,0.0062684184
2009-06-07 10:34:06.920,1.7724957,0.00614349
2009-06-07 10:34:11.376,1.7623482,0.005888729
2009-06-07 10:34:29.214,1.7723868,0.0063330703
2009-06-07 10:34:33.676,1.7717508,0.0067484993
2009-06-07 10:34:51.513,1.7659212,0.0065782755
2009-06-07 10:34:55.970,1.7750458,0.0065091923
2009-06-07 10:35:22.727,1.7761761,0.007310439
2009-06-07 10:35:31.646,1.7971566,0.0067987638
2009-06-07 10:35:53.946,1.7809206,0.0062370347
2009-06-07 10:36:02.864,1.7824975,0.0072164675
2009-06-07 10:36:25.159,1.7714916,0.0063376115
2009-06-07 10:36:42.997,1.7576162,0.006627459
2009-06-07 10:36:47.459,1.7784065,0.0071328147
2009-06-07 10:37:05.297,1.7962403,0.0069190343
2009-06-07 10:37:09.753,1.7621342,0.006061135
2009-06-07 10:37:23.134,1.7763722,0.0060310634
2009-06-07 10:37:27.591,1.7734084,0.0064647356
2009-06-07 10:37:49.891,1.765466,0.006645249
2009-06-07 10:37:54.349,1.7669705,0.006410732
2009-06-07 10:37:58.810,1.7626909,0.006077207
2009-06-07 10:38:07.729,1.7646871,0.0063069123
2009-06-07 10:38:34.486,1.7638358,0.006498806
2009-06-07 10:38:38.943,1.7584676,0.0059068147
2009-06-07 10:38:43.405,1.7656832,0.0060889297
2009-06-07 10:38:52.324,1.7580744,0.0058998815
2009-06-07 10:39:23.537,1.7518619,0.006290166
2009-06-08 10:52:20.504,1.8045017,0.0064557143
2009-06-08 10:52:24.959,1.7828788,0.006396352
2009-06-08 10:52:33.877,1.7834749,0.006364136
2009-06-08 10:52:38.342,1.7882078,0.006173709
2009-06-08 10:52:42.796,1.7914008,0.006492604
2009-06-08 10:53:09.553,1.798822,0.006193427
2009-06-08 10:53:31.855,1.7909076,0.0063592438
2009-06-08 10:54:03.066,1.8009439,0.014192471
2009-06-08 10:54:07.530,1.7974151,0.013343156
2009-06-08 10:54:29.823,1.7910824,0.0058553694
2009-06-08 10:54:34.287,1.7908654,0.0063440436
2009-06-08 10:54:38.742,1.7846029,0.006842784
2009-06-08 10:54:47.661,1.7716306,0.007025674
2009-06-08 10:54:52.125,1.7745922,0.006414527
2009-06-08 10:54:56.579,1.7850957,0.006527838
2009-06-08 10:55:01.043,1.7612492,0.0059670443
2009-06-08 10:55:18.881,1.7766113,0.0056543327
2009-06-08 10:55:23.336,1.779978,0.0058996407
2009-06-08 10:55:27.800,1.7941252,0.005958141
2009-06-08 10:55:32.255,1.7911774,0.005936
2009-06-08 10:55:36.719,1.7825149,0.0059269792
2009-06-08 10:55:41.174,1.751271,0.0059124203
2009-06-08 10:55:45.638,1.786148,0.005583037
2009-06-08 10:56:07.931,1.8027128,0.01149771
2009-06-08 10:56:39.151,1.7862833,0.005570784
2009-06-08 10:57:19.281,1.8020244,0.0061404887
2009-06-08 10:57:37.119,1.7864575,0.010352985
2009-06-08 10:58:48.470,1.7885529,0.007607934
2009-06-08 10:58:52.934,1.789626,0.0074641653
2009-06-08 10:59:01.853,1.8121936,0.0063453275
2009-06-08 10:59:37.528,1.7862226,0.0069537656
2009-06-08 11:01:02.253,1.7910488,0.008057433
2009-06-09 11:25:30.457,1.7638644,0.006358569
2009-06-09 11:25:34.917,1.7735268,0.0060784407
2009-06-09 11:28:33.293,1.7710855,0.0057954057
2009-06-10 10:25:37.177,1.769913,0.00724735
2009-06-10 10:25:41.637,1.786131,0.0069093937
2009-06-10 10:34:36.770,1.7597841,0.0066369367
2009-06-10 10:35:16.904,1.7851903,0.0064807506
2009-06-10 10:35:21.364,1.7872168,0.0074128504
2009-06-10 10:35:30.283,1.782797,0.0066870656
2009-06-10 10:35:34.742,1.7809595,0.006563403
2009-06-10 10:36:01.499,1.7720357,0.007286328
2009-06-10 10:36:46.094,1.7665106,0.006915077
2009-06-10 10:38:10.823,1.8027337,0.0067821005
2009-06-10 11:52:39.095,1.7747934,0.007967289
2009-06-11 10:51:38.961,1.7843761,0.0063440544
2009-06-11 10:51:43.421,1.7785503,0.0063306517
2009-06-11 10:53:30.448,1.8023514,0.00652105
2009-06-11 10:54:37.339,1.7768817,0.0067694555
